time,sensor(1),sensor(2),sensor(3),sensor(4),time.1,act,time.2,volt,time.3,reward,theta_wrapped,phi_wrapped
1.702,0.1169,6.273,-0.2346,0.2262,,,1.702,-0.09218,,,,
1.704,0.1165,6.273,-0.2349,0.2244,,,1.704,-0.09218,,,,
1.705,0.1162,6.273,-0.235,0.2232,,,1.705,-0.07896,,,,
1.705,0.1162,6.274,-0.235,0.2229,,,1.705,-0.07896,,,,
1.706,0.1161,6.274,-0.235,0.2225,,,1.706,-0.07896,,,,
1.706,0.116,6.274,-0.235,0.2221,,,1.706,-0.07896,,,,
1.707,0.1158,6.274,-0.2349,0.2213,,,1.707,-0.07896,,,,
1.707,0.1157,6.274,-0.2349,0.2205,,,1.707,-0.07896,,,,
1.709,0.1153,6.274,-0.2348,0.2186,,,1.709,-0.07896,,,,
1.71,0.115,6.275,-0.2347,0.2174,,,1.71,-0.06606,,,,
1.71,0.115,6.275,-0.2347,0.2171,,,1.71,-0.06606,,,,
1.711,0.1149,6.275,-0.2346,0.2166,,,1.711,-0.06606,,,,
1.711,0.1148,6.275,-0.2345,0.2162,,,1.711,-0.06606,,,,
1.712,0.1147,6.275,-0.2343,0.2153,,,1.712,-0.06606,,,,
1.712,0.1145,6.275,-0.2341,0.2145,,,1.712,-0.06606,,,,
1.714,0.1141,6.275,-0.2337,0.2124,,,1.714,-0.06606,,,,
1.715,0.1139,6.276,-0.2335,0.2113,,,1.715,-0.0535,,,,
1.715,0.1138,6.276,-0.2334,0.2109,,,1.715,-0.0535,,,,
1.716,0.1137,6.276,-0.2332,0.2104,,,1.716,-0.0535,,,,
1.716,0.1136,6.276,-0.2331,0.2099,,,1.716,-0.0535,,,,
1.717,0.1135,6.276,-0.2328,0.2091,,,1.717,-0.0535,,,,
1.717,0.1133,6.276,-0.2325,0.2082,,,1.717,-0.0535,,,,
1.719,0.1129,6.276,-0.2318,0.206,,,1.719,-0.0535,,,,
1.72,0.1127,6.277,-0.2314,0.2049,,,1.72,-0.04785,,,,
1.72,0.1126,6.277,-0.2312,0.2043,,,1.72,-0.04785,,,,
1.721,0.1125,6.277,-0.2309,0.2035,,,1.721,-0.04785,,,,
1.722,0.1123,6.277,-0.2306,0.2027,,,1.722,-0.04785,,,,
1.723,0.112,6.277,-0.23,0.2012,,,1.723,-0.04785,,,,
1.724,0.1117,6.278,-0.2293,0.1994,,,1.724,-0.04785,,,,
1.725,0.1116,6.278,-0.2291,0.1988,,,1.725,-0.04054,,,,
1.725,0.1115,6.278,-0.2289,0.1984,,,1.725,-0.04054,,,,
1.726,0.1114,6.278,-0.2286,0.1978,,,1.726,-0.04054,,,,
1.726,0.1113,6.278,-0.2284,0.1972,,,1.726,-0.04054,,,,
1.727,0.111,6.278,-0.2278,0.1961,,,1.727,-0.04054,,,,
1.728,0.1108,6.278,-0.2273,0.1949,,,1.728,-0.04054,,,,
1.73,0.1104,6.279,-0.2264,0.1931,,,1.73,-0.03088,,,,
1.73,0.1103,6.279,-0.2262,0.1927,,,1.73,-0.03088,,,,
1.731,0.1103,6.279,-0.2259,0.1922,,,1.731,-0.03088,,,,
1.731,0.1102,6.279,-0.2257,0.1916,,,1.731,-0.03088,,,,
1.732,0.11,6.279,-0.2251,0.1907,,,1.732,-0.03088,,,,
1.733,0.1098,6.279,-0.2246,0.1897,,,1.733,-0.03088,,,,
1.735,0.1094,6.28,-0.2234,0.1876,,,1.735,-0.03088,,,,
1.735,0.1093,6.28,-0.2232,0.1872,,,1.735,-0.01969,,,,
1.735,0.1092,6.28,-0.223,0.1869,,,1.735,-0.01969,,,,
1.736,0.1091,6.28,-0.2226,0.1863,,,1.736,-0.01969,,,,
1.736,0.1091,6.28,-0.2223,0.1859,,,1.736,-0.01969,,,,
1.737,0.1089,6.28,-0.2216,0.1848,,,1.737,-0.01969,,,,
1.738,0.1087,6.28,-0.2208,0.1837,,,1.738,-0.01969,,,,
1.739,0.1083,6.28,-0.2196,0.1818,,,1.739,-0.01969,,,,
1.74,0.1082,6.281,-0.2192,0.1812,,,1.74,-0.007632,,,,
1.74,0.1081,6.281,-0.219,0.1809,,,1.74,-0.007632,,,,
1.741,0.1081,6.281,-0.2186,0.1805,,,1.741,-0.007632,,,,
1.741,0.108,6.281,-0.2183,0.18,,,1.741,-0.007632,,,,
1.742,0.1078,6.281,-0.2176,0.1791,,,1.742,-0.007632,,,,
1.742,0.1077,6.281,-0.217,0.1783,,,1.742,-0.007632,,,,
1.744,0.1073,6.281,-0.2153,0.1761,,,1.744,-0.007632,,,,
1.745,0.1071,6.281,-0.2144,0.175,,,1.745,0.004787,,,,
1.745,0.107,6.281,-0.2141,0.1746,,,1.745,0.004787,,,,
1.746,0.107,6.282,-0.2137,0.1741,,,1.746,0.004787,,,,
1.746,0.1069,6.282,-0.2133,0.1736,,,1.746,0.004787,,,,
1.747,0.1067,6.282,-0.2126,0.1727,,,1.747,0.004787,,,,
1.747,0.1066,6.282,-0.2118,0.1718,,,1.747,0.004787,,,,
1.749,0.1062,6.282,-0.2099,0.1696,,,1.749,0.004787,,,,
1.75,0.106,6.282,-0.2089,0.1684,,,1.75,0.01723,,,,
1.75,0.106,6.282,-0.2085,0.168,,,1.75,0.01723,,,,
1.751,0.1059,6.282,-0.2081,0.1675,,,1.751,0.01723,,,,
1.751,0.1058,6.282,-0.2076,0.167,,,1.751,0.01723,,,,
1.752,0.1057,6.283,-0.2067,0.166,,,1.752,0.01723,,,,
1.752,0.1056,6.283,-0.2059,0.1651,,,1.752,0.01723,,,,
1.754,0.1052,6.283,-0.2037,0.1627,,,1.754,0.01723,,,,
1.755,0.105,6.283,-0.2025,0.1615,,,1.755,0.02949,,,,
1.755,0.105,6.283,-0.2021,0.1611,,,1.755,0.02949,,,,
1.756,0.1049,6.283,-0.2016,0.1605,,,1.756,0.02949,,,,
1.756,0.1048,6.283,-0.2011,0.16,,,1.756,0.02949,,,,
1.757,0.1047,6.283,-0.2001,0.1589,,,1.757,0.02949,,,,
1.757,0.1045,6.284,-0.1991,0.1579,,,1.757,0.02949,,,,
1.759,0.1042,6.284,-0.1966,0.1555,,,1.759,0.02949,,,,
1.76,0.104,6.284,-0.1953,0.1542,,,1.76,0.04139,,,,
1.76,0.104,6.284,-0.1949,0.1538,,,1.76,0.04139,,,,
1.761,0.1039,6.284,-0.1943,0.1532,,,1.761,0.04139,,,,
1.761,0.1038,6.284,-0.1937,0.1526,,,1.761,0.04139,,,,
1.762,0.1037,6.284,-0.1926,0.1515,,,1.762,0.04139,,,,
1.762,0.1036,6.284,-0.1915,0.1505,,,1.762,0.04139,,,,
1.764,0.1032,6.285,-0.1888,0.1479,,,1.764,0.04139,,,,
1.765,0.1031,6.285,-0.1874,0.1466,,,1.765,0.05284,,,,
1.765,0.103,6.285,-0.187,0.1462,,,1.765,0.05284,,,,
1.766,0.1029,6.285,-0.1863,0.1456,,,1.766,0.05284,,,,
1.766,0.1029,6.285,-0.1856,0.145,,,1.766,0.05284,,,,
1.767,0.1027,6.285,-0.1844,0.1438,,,1.767,0.05284,,,,
1.767,0.1026,6.285,-0.1832,0.1427,,,1.767,0.05284,,,,
1.769,0.1023,6.285,-0.1802,0.14,,,1.769,0.05284,,,,
1.77,0.1022,6.285,-0.1788,0.1388,,,1.77,0.06376,,,,
1.77,0.1021,6.285,-0.1783,0.1383,,,1.77,0.06376,,,,
1.771,0.102,6.285,-0.1776,0.1377,,,1.771,0.06376,,,,
1.771,0.102,6.286,-0.1769,0.1371,,,1.771,0.06376,,,,
1.772,0.1018,6.286,-0.1755,0.1358,,,1.772,0.06376,,,,
1.773,0.1017,6.286,-0.1741,0.1346,,,1.773,0.06376,,,,
1.774,0.1014,6.286,-0.1709,0.1318,,,1.774,0.06376,,,,
1.775,0.1013,6.286,-0.1696,0.1307,,,1.775,0.07409,,,,
1.775,0.1012,6.286,-0.169,0.1302,,,1.775,0.07409,,,,
1.776,0.1012,6.286,-0.1683,0.1296,,,1.776,0.07409,,,,
1.776,0.1011,6.286,-0.1675,0.1289,,,1.776,0.07409,,,,
1.777,0.101,6.286,-0.166,0.1276,,,1.777,0.07409,,,,
1.778,0.1008,6.286,-0.1644,0.1263,,,1.778,0.07409,,,,
1.779,0.1006,6.287,-0.1609,0.1234,,,1.779,0.07409,,,,
1.78,0.1005,6.287,-0.1598,0.1224,,,1.78,0.0838,,,,
1.78,0.1004,6.287,-0.1592,0.1219,,,1.78,0.0838,,,,
1.781,0.1003,6.287,-0.1583,0.1212,,,1.781,0.0838,,,,
1.781,0.1003,6.287,-0.1575,0.1205,,,1.781,0.0838,,,,
1.782,0.1002,6.287,-0.1558,0.1191,,,1.782,0.0838,,,,
1.783,0.1,6.287,-0.1542,0.1178,,,1.783,0.0838,,,,
1.785,0.09975,6.287,-0.1504,0.1147,,,1.785,0.0838,,,,
1.785,0.09968,6.287,-0.1494,0.114,,,1.785,0.09285,,,,
1.785,0.09964,6.287,-0.1488,0.1135,,,1.785,0.09285,,,,
1.786,0.09955,6.287,-0.1475,0.1124,,,1.786,0.09285,,,,
1.786,0.09949,6.287,-0.1466,0.1117,,,1.786,0.09285,,,,
1.787,0.09934,6.288,-0.1443,0.1098,,,1.787,0.09285,,,,
1.788,0.09919,6.288,-0.142,0.108,,,1.788,0.09285,,,,
1.79,0.09896,6.288,-0.1387,0.1054,,,1.79,0.1012,,,,
1.79,0.09892,6.288,-0.1379,0.1048,,,1.79,0.1012,,,,
1.791,0.09885,6.288,-0.1368,0.1039,,,1.791,0.1012,,,,
1.791,0.09879,6.288,-0.1358,0.1031,,,1.791,0.1012,,,,
1.792,0.09867,6.288,-0.1337,0.1015,,,1.792,0.1012,,,,
1.793,0.09855,6.288,-0.1317,0.09995,,,1.793,0.1012,,,,
1.795,0.0983,6.288,-0.1275,0.09668,,,1.795,0.1116,,,,
1.795,0.09826,6.288,-0.1268,0.09614,,,1.795,0.1116,,,,
1.796,0.09821,6.288,-0.1258,0.0954,,,1.796,0.1116,,,,
1.796,0.09816,6.288,-0.1248,0.09465,,,1.796,0.1116,,,,
1.797,0.09806,6.289,-0.123,0.09325,,,1.797,0.1116,,,,
1.798,0.09797,6.289,-0.1212,0.09185,,,1.798,0.1116,,,,
1.799,0.09776,6.289,-0.117,0.08865,,,1.799,0.1116,,,,
1.8,0.09769,6.289,-0.1157,0.08768,,,1.8,0.1208,,,,
1.8,0.09766,6.289,-0.115,0.08712,,,1.8,0.1208,,,,
1.801,0.09761,6.289,-0.1139,0.08634,,,1.801,0.1208,,,,
1.801,0.09756,6.289,-0.1129,0.08555,,,1.801,0.1208,,,,
1.802,0.09747,6.289,-0.1108,0.08399,,,1.802,0.1208,,,,
1.803,0.09738,6.289,-0.1088,0.08246,,,1.803,0.1208,,,,
1.805,0.09718,6.289,-0.1042,0.079,,,1.805,0.1208,,,,
1.805,0.09714,6.289,-0.1034,0.07845,,,1.805,0.1246,,,,
1.806,0.09707,6.289,-0.1017,0.07716,,,1.806,0.1246,,,,
1.807,0.09698,6.289,-0.09953,0.07555,,,1.807,0.1246,,,,
1.807,0.0969,6.289,-0.09736,0.07395,,,1.807,0.1246,,,,
1.809,0.09674,6.29,-0.09338,0.07105,,,1.809,0.1246,,,,
1.81,0.09666,6.29,-0.0912,0.06947,,,1.81,0.1248,,,,
1.814,0.09637,6.29,-0.08288,0.06362,,,1.814,0.1248,,,,
1.815,0.09625,6.29,-0.07939,0.06118,,,1.815,0.1191,,,,
1.815,0.09621,6.29,-0.07834,0.06046,,,1.815,0.1191,,,,
1.816,0.09616,6.29,-0.07697,0.05954,,,1.816,0.1191,,,,
1.817,0.09612,6.29,-0.07562,0.05863,,,1.817,0.1191,,,,
1.818,0.09603,6.29,-0.073,0.05688,,,1.818,0.1191,,,,
1.819,0.09592,6.29,-0.0697,0.05471,,,1.819,0.1191,,,,
1.82,0.09588,6.29,-0.06835,0.05382,,,1.82,0.1162,,,,
1.821,0.09583,6.29,-0.06685,0.05286,,,1.821,0.1162,,,,
1.822,0.09577,6.29,-0.06479,0.05155,,,1.822,0.1162,,,,
1.823,0.0957,6.29,-0.06275,0.05026,,,1.823,0.1162,,,,
1.825,0.09559,6.29,-0.05877,0.04778,,,1.825,0.1162,,,,
1.825,0.09556,6.29,-0.0579,0.04725,,,1.825,0.1159,,,,
1.827,0.09545,6.291,-0.05366,0.04468,,,1.827,0.1159,,,,
1.83,0.0953,6.291,-0.04781,0.04119,,,1.83,0.1173,,,,
1.832,0.09523,6.291,-0.0444,0.03918,,,1.832,0.1173,,,,
1.834,0.09514,6.291,-0.04025,0.03677,,,1.834,0.1173,,,,
1.835,0.09509,6.291,-0.03786,0.0354,,,1.835,0.1194,,,,
1.836,0.09506,6.291,-0.03612,0.0344,,,1.836,0.1194,,,,
1.837,0.09502,6.291,-0.03372,0.03302,,,1.837,0.1194,,,,
1.838,0.09498,6.291,-0.03133,0.03166,,,1.838,0.1194,,,,
1.84,0.09493,6.291,-0.02798,0.02978,,,1.84,0.1216,,,,
1.841,0.0949,6.291,-0.0261,0.02872,,,1.841,0.1216,,,,
1.842,0.09487,6.291,-0.02354,0.02728,,,1.842,0.1216,,,,
1.844,0.09484,6.291,-0.02099,0.02587,,,1.844,0.1216,,,,
1.845,0.09481,6.291,-0.01815,0.02431,,,1.845,0.1234,,,,
1.846,0.0948,6.291,-0.01607,0.02316,,,1.846,0.1234,,,,
1.848,0.09477,6.291,-0.01322,0.02159,,,1.848,0.1234,,,,
1.849,0.09476,6.291,-0.01039,0.02006,,,1.849,0.1234,,,,
1.85,0.09475,6.291,-0.00841,0.01899,,,1.85,0.1249,,,,
1.851,0.09474,6.291,-0.005994,0.01769,,,1.851,0.1249,,,,
1.853,0.09473,6.291,-0.002691,0.01592,,,1.853,0.1249,,,,
1.855,0.09473,6.291,0.0005843,0.01419,,,1.855,0.1249,,,,
1.855,0.09473,6.291,0.001231,0.01384,,,1.855,0.1262,,,,
1.857,0.09474,6.291,0.004474,0.01214,,,1.857,0.1262,,,,
1.859,0.09475,6.291,0.008657,0.009951,,,1.859,0.1262,,,,
1.86,0.09476,6.291,0.01075,0.008869,,,1.86,0.1279,,,,
1.861,0.09478,6.291,0.01274,0.007832,,,1.861,0.1279,,,,
1.862,0.0948,6.291,0.01549,0.006401,,,1.862,0.1279,,,,
1.864,0.09482,6.291,0.01823,0.00499,,,1.864,0.1279,,,,
1.865,0.09484,6.291,0.0202,0.003982,,,1.865,0.1303,,,,
1.866,0.09486,6.291,0.02189,0.003106,,,1.866,0.1303,,,,
1.867,0.09489,6.291,0.02416,0.00193,,,1.867,0.1303,,,,
1.868,0.09492,6.291,0.02641,0.0007649,,,1.868,0.1303,,,,
1.87,0.09497,6.291,0.02966,-0.0008985,,,1.87,0.1317,,,,
1.872,0.09503,6.291,0.03315,-0.002688,,,1.872,0.1317,,,,
1.874,0.09511,6.291,0.03724,-0.00478,,,1.874,0.1317,,,,
1.875,0.09514,6.291,0.03903,-0.005689,,,1.875,0.1321,,,,
1.878,0.0953,6.291,0.04534,-0.008867,,,1.878,0.1321,,,,
1.88,0.09537,6.291,0.04821,-0.01031,,,1.88,0.1319,,,,
1.883,0.09555,6.291,0.05427,-0.01331,,,1.883,0.1319,,,,
1.885,0.09565,6.291,0.05719,-0.01475,,,1.885,0.131,,,,
1.887,0.09579,6.291,0.06143,-0.01681,,,1.887,0.131,,,,
1.89,0.09596,6.291,0.06592,-0.01899,,,1.89,0.1298,,,,
1.892,0.09607,6.291,0.06866,-0.02028,,,1.892,0.1298,,,,
1.894,0.09622,6.291,0.07233,-0.02202,,,1.894,0.1298,,,,
1.895,0.09631,6.291,0.07439,-0.02299,,,1.895,0.1284,,,,
1.897,0.09644,6.291,0.07717,-0.02428,,,1.897,0.1284,,,,
1.899,0.0966,6.291,0.08052,-0.02583,,,1.899,0.1284,,,,
1.9,0.09671,6.291,0.08256,-0.02677,,,1.9,0.1267,,,,
1.901,0.0968,6.291,0.08424,-0.02753,,,1.901,0.1267,,,,
1.903,0.09692,6.291,0.08658,-0.02858,,,1.903,0.1267,,,,
1.904,0.09705,6.291,0.08891,-0.02963,,,1.904,0.1267,,,,
1.905,0.09714,6.291,0.09044,-0.03031,,,1.905,0.1249,,,,
1.906,0.09724,6.291,0.09207,-0.03103,,,1.906,0.1249,,,,
1.908,0.09737,6.291,0.09428,-0.032,,,1.908,0.1249,,,,
1.909,0.09751,6.291,0.09647,-0.03296,,,1.909,0.1249,,,,
1.91,0.09761,6.291,0.09801,-0.03363,,,1.91,0.1228,,,,
1.911,0.09771,6.291,0.09946,-0.03425,,,1.911,0.1228,,,,
1.912,0.09785,6.291,0.1014,-0.03508,,,1.912,0.1228,,,,
1.914,0.09798,6.291,0.1033,-0.0359,,,1.914,0.1228,,,,
1.915,0.09812,6.29,0.1053,-0.03672,,,1.915,0.1205,,,,
1.916,0.09822,6.29,0.1065,-0.03725,,,1.916,0.1205,,,,
1.917,0.09835,6.29,0.1083,-0.03795,,,1.917,0.1205,,,,
1.918,0.09849,6.29,0.11,-0.03866,,,1.918,0.1205,,,,
1.92,0.09866,6.29,0.1122,-0.03958,,,1.92,0.1181,,,,
1.921,0.09876,6.29,0.1133,-0.04003,,,1.921,0.1181,,,,
1.922,0.09889,6.29,0.1149,-0.04064,,,1.922,0.1181,,,,
1.923,0.09903,6.29,0.1164,-0.04125,,,1.923,0.1181,,,,
1.925,0.09924,6.29,0.1188,-0.04221,,,1.925,0.1154,,,,
1.926,0.09934,6.29,0.1198,-0.0426,,,1.926,0.1154,,,,
1.927,0.09947,6.29,0.1212,-0.04313,,,1.927,0.1154,,,,
1.928,0.0996,6.29,0.1225,-0.04365,,,1.928,0.1154,,,,
1.93,0.09985,6.29,0.125,-0.04462,,,1.93,0.1126,,,,
1.931,0.09995,6.29,0.126,-0.04496,,,1.931,0.1126,,,,
1.932,0.1001,6.29,0.1272,-0.04541,,,1.932,0.1126,,,,
1.933,0.1002,6.29,0.1284,-0.04586,,,1.933,0.1126,,,,
1.935,0.1005,6.29,0.131,-0.04681,,,1.935,0.1097,,,,
1.936,0.1006,6.29,0.1318,-0.0471,,,1.936,0.1097,,,,
1.937,0.1007,6.29,0.1329,-0.04749,,,1.937,0.1097,,,,
1.938,0.1009,6.29,0.134,-0.04788,,,1.938,0.1097,,,,
1.94,0.1011,6.289,0.1362,-0.04865,,,1.94,0.1097,,,,
1.94,0.1012,6.289,0.1365,-0.04878,,,1.94,0.1066,,,,
1.941,0.1013,6.289,0.1374,-0.04907,,,1.941,0.1066,,,,
1.942,0.1014,6.289,0.1385,-0.04942,,,1.942,0.1066,,,,
1.943,0.1016,6.289,0.1395,-0.04978,,,1.943,0.1066,,,,
1.945,0.1018,6.289,0.1415,-0.05046,,,1.945,0.1066,,,,
1.945,0.1019,6.289,0.1418,-0.05054,,,1.945,0.1034,,,,
1.946,0.102,6.289,0.1424,-0.05076,,,1.946,0.1034,,,,
1.947,0.1021,6.289,0.1434,-0.05104,,,1.947,0.1034,,,,
1.948,0.1022,6.289,0.1443,-0.05133,,,1.948,0.1034,,,,
1.949,0.1025,6.289,0.146,-0.05189,,,1.949,0.1034,,,,
1.95,0.1026,6.289,0.1466,-0.05209,,,1.95,0.1001,,,,
1.951,0.1027,6.289,0.1472,-0.05227,,,1.951,0.1001,,,,
1.952,0.1028,6.289,0.148,-0.0525,,,1.952,0.1001,,,,
1.952,0.1029,6.289,0.1488,-0.05273,,,1.952,0.1001,,,,
1.954,0.1032,6.289,0.1504,-0.0532,,,1.954,0.1001,,,,
1.955,0.1033,6.289,0.1512,-0.05344,,,1.955,0.09674,,,,
1.956,0.1034,6.289,0.1517,-0.05359,,,1.956,0.09674,,,,
1.957,0.1036,6.289,0.1525,-0.05378,,,1.957,0.09674,,,,
1.957,0.1037,6.289,0.1532,-0.05398,,,1.957,0.09674,,,,
1.959,0.1039,6.288,0.1546,-0.05437,,,1.959,0.09674,,,,
1.96,0.1041,6.288,0.1554,-0.05459,,,1.96,0.09328,,,,
1.961,0.1042,6.288,0.1559,-0.05471,,,1.961,0.09328,,,,
1.961,0.1043,6.288,0.1565,-0.05487,,,1.961,0.09328,,,,
1.962,0.1045,6.288,0.1572,-0.05502,,,1.962,0.09328,,,,
1.964,0.1047,6.288,0.1585,-0.05535,,,1.964,0.09328,,,,
1.965,0.1049,6.288,0.1592,-0.05554,,,1.965,0.08975,,,,
1.966,0.105,6.288,0.1597,-0.05564,,,1.966,0.08975,,,,
1.966,0.1051,6.288,0.1602,-0.05576,,,1.966,0.08975,,,,
1.967,0.1052,6.288,0.1608,-0.05588,,,1.967,0.08975,,,,
1.969,0.1055,6.288,0.162,-0.05614,,,1.969,0.08975,,,,
1.97,0.1057,6.288,0.1627,-0.05631,,,1.97,0.08617,,,,
1.971,0.1058,6.288,0.1631,-0.05638,,,1.971,0.08617,,,,
1.971,0.1059,6.288,0.1636,-0.05647,,,1.971,0.08617,,,,
1.972,0.1061,6.288,0.1642,-0.05657,,,1.972,0.08617,,,,
1.974,0.1063,6.288,0.1652,-0.05676,,,1.974,0.08617,,,,
1.975,0.1065,6.288,0.1659,-0.0569,,,1.975,0.08255,,,,
1.976,0.1066,6.288,0.1662,-0.05695,,,1.976,0.08255,,,,
1.976,0.1067,6.287,0.1667,-0.05701,,,1.976,0.08255,,,,
1.977,0.1069,6.287,0.1672,-0.05707,,,1.977,0.08255,,,,
1.979,0.1072,6.287,0.1681,-0.05721,,,1.979,0.08255,,,,
1.98,0.1073,6.287,0.1687,-0.05731,,,1.98,0.07889,,,,
1.981,0.1074,6.287,0.169,-0.05734,,,1.981,0.07889,,,,
1.981,0.1076,6.287,0.1694,-0.05737,,,1.981,0.07889,,,,
1.982,0.1077,6.287,0.1699,-0.05741,,,1.982,0.07889,,,,
1.984,0.108,6.287,0.1707,-0.05749,,,1.984,0.07889,,,,
1.985,0.1082,6.287,0.1712,-0.05756,,,1.985,0.0752,,,,
1.986,0.1083,6.287,0.1715,-0.05757,,,1.986,0.0752,,,,
1.986,0.1084,6.287,0.1719,-0.05757,,,1.986,0.0752,,,,
1.987,0.1086,6.287,0.1722,-0.05758,,,1.987,0.0752,,,,
1.989,0.1088,6.287,0.1729,-0.05761,,,1.989,0.0752,,,,
1.99,0.1091,6.287,0.1734,-0.05764,,,1.99,0.07151,,,,
1.991,0.1092,6.287,0.1736,-0.05763,,,1.991,0.07151,,,,
1.991,0.1093,6.287,0.174,-0.05761,,,1.991,0.07151,,,,
1.992,0.1094,6.287,0.1743,-0.05759,,,1.992,0.07151,,,,
1.994,0.1097,6.286,0.1748,-0.05757,,,1.994,0.07151,,,,
1.995,0.1099,6.286,0.1753,-0.05757,,,1.995,0.06782,,,,
1.996,0.11,6.286,0.1755,-0.05754,,,1.996,0.06782,,,,
1.996,0.1102,6.286,0.1757,-0.05749,,,1.996,0.06782,,,,
1.997,0.1103,6.286,0.176,-0.05745,,,1.997,0.06782,,,,
1.999,0.1106,6.286,0.1765,-0.05738,,,1.999,0.06782,,,,
2.0,0.1108,6.286,0.1769,-0.05735,,,2.0,0.06414,,,,
2.001,0.1109,6.286,0.177,-0.0573,,,2.001,0.06414,,,,
2.001,0.1111,6.286,0.1772,-0.05723,,,2.001,0.06414,,,,
2.002,0.1112,6.286,0.1774,-0.05717,,,2.002,0.06414,,,,
2.004,0.1115,6.286,0.1778,-0.05706,,,2.004,0.06414,,,,
2.005,0.1117,6.286,0.1781,-0.05699,,,2.005,0.06046,,,,
2.006,0.1118,6.286,0.1782,-0.05692,,,2.006,0.06046,,,,
2.006,0.1119,6.286,0.1784,-0.05683,,,2.006,0.06046,,,,
2.007,0.1121,6.286,0.1785,-0.05674,,,2.007,0.06046,,,,
2.009,0.1124,6.286,0.1788,-0.05659,,,2.009,0.06046,,,,
2.01,0.1126,6.286,0.1791,-0.05649,,,2.01,0.05681,,,,
2.011,0.1127,6.285,0.1792,-0.05641,,,2.011,0.05681,,,,
2.011,0.1128,6.285,0.1793,-0.0563,,,2.011,0.05681,,,,
2.012,0.113,6.285,0.1794,-0.05619,,,2.012,0.05681,,,,
2.014,0.1133,6.285,0.1796,-0.05599,,,2.014,0.05681,,,,
2.015,0.1135,6.285,0.1798,-0.05586,,,2.015,0.05319,,,,
2.016,0.1136,6.285,0.1798,-0.05577,,,2.016,0.05319,,,,
2.016,0.1137,6.285,0.1799,-0.05564,,,2.016,0.05319,,,,
2.017,0.1139,6.285,0.1799,-0.0555,,,2.017,0.05319,,,,
2.019,0.1142,6.285,0.1801,-0.05527,,,2.019,0.05319,,,,
2.02,0.1144,6.285,0.1802,-0.05512,,,2.02,0.04962,,,,
2.021,0.1145,6.285,0.1802,-0.05501,,,2.021,0.04962,,,,
2.021,0.1146,6.285,0.1802,-0.05485,,,2.021,0.04962,,,,
2.022,0.1148,6.285,0.1802,-0.0547,,,2.022,0.04962,,,,
2.024,0.1151,6.285,0.1803,-0.05443,,,2.024,0.04962,,,,
2.025,0.1153,6.285,0.1803,-0.05426,,,2.025,0.04608,,,,
2.026,0.1154,6.285,0.1803,-0.05413,,,2.026,0.04608,,,,
2.026,0.1155,6.285,0.1803,-0.05396,,,2.026,0.04608,,,,
2.027,0.1157,6.285,0.1802,-0.05379,,,2.027,0.04608,,,,
2.029,0.116,6.284,0.1802,-0.05348,,,2.029,0.04608,,,,
2.03,0.1162,6.284,0.1802,-0.05329,,,2.03,0.04261,,,,
2.031,0.1163,6.284,0.1801,-0.05315,,,2.031,0.04261,,,,
2.031,0.1165,6.284,0.1801,-0.05296,,,2.031,0.04261,,,,
2.032,0.1166,6.284,0.18,-0.05277,,,2.032,0.04261,,,,
2.034,0.1169,6.284,0.1799,-0.05243,,,2.034,0.04261,,,,
2.035,0.1171,6.284,0.1798,-0.05223,,,2.035,0.03919,,,,
2.036,0.1172,6.284,0.1797,-0.05208,,,2.036,0.03919,,,,
2.036,0.1174,6.284,0.1796,-0.05186,,,2.036,0.03919,,,,
2.037,0.1175,6.284,0.1795,-0.05166,,,2.037,0.03919,,,,
2.039,0.1178,6.284,0.1793,-0.05128,,,2.039,0.03919,,,,
2.04,0.118,6.284,0.1792,-0.05107,,,2.04,0.03584,,,,
2.041,0.1181,6.284,0.1791,-0.0509,,,2.041,0.03584,,,,
2.042,0.1183,6.284,0.1789,-0.05067,,,2.042,0.03584,,,,
2.042,0.1184,6.284,0.1788,-0.05045,,,2.042,0.03584,,,,
2.044,0.1187,6.284,0.1785,-0.05003,,,2.044,0.03584,,,,
2.045,0.1189,6.284,0.1783,-0.04983,,,2.045,0.03256,,,,
2.046,0.119,6.284,0.1782,-0.04965,,,2.046,0.03256,,,,
2.047,0.1192,6.284,0.178,-0.0494,,,2.047,0.03256,,,,
2.047,0.1193,6.284,0.1778,-0.04916,,,2.047,0.03256,,,,
2.049,0.1196,6.283,0.1774,-0.04871,,,2.049,0.03256,,,,
2.05,0.1198,6.283,0.1773,-0.0485,,,2.05,0.02936,,,,
2.051,0.1199,6.283,0.1771,-0.04831,,,2.051,0.02936,,,,
2.052,0.12,6.283,0.1769,-0.04805,,,2.052,0.02936,,,,
2.052,0.1202,6.283,0.1766,-0.04779,,,2.052,0.02936,,,,
2.054,0.1205,6.283,0.1762,-0.04731,,,2.054,0.02936,,,,
2.055,0.1206,6.283,0.176,-0.04711,,,2.055,0.02624,,,,
2.056,0.1208,6.283,0.1758,-0.0469,,,2.056,0.02624,,,,
2.057,0.1209,6.283,0.1755,-0.04662,,,2.057,0.02624,,,,
2.058,0.1211,6.283,0.1752,-0.04635,,,2.058,0.02624,,,,
2.059,0.1214,6.283,0.1747,-0.04583,,,2.059,0.02624,,,,
2.06,0.1215,6.283,0.1745,-0.04565,,,2.06,0.0232,,,,
2.061,0.1216,6.283,0.1743,-0.04544,,,2.061,0.0232,,,,
